id,Y
0,3703.6070679425343
1,23122.34128810444
2,9389.446127318255
3,9210.519735953918
4,23082.94390418309
5,30081.521476127313
6,14666.270230750331
7,11795.94112952196
8,21419.140567741088
9,13501.215398632838
10,24711.437803774927
11,17155.96172576763
12,2546.869479464165
13,5593.241189527755
14,30381.004615007445
15,12781.226475201507
16,23006.860425429757
17,15035.504837178947
18,5243.028880304417
19,5930.026361997641
20,21259.482172168337
21,18956.637397406364
22,4686.473340965069
23,15360.80262970633
24,6729.277804305167
25,17166.191447590943
26,13276.036925094597
27,23193.616243608572
28,26694.356896731428
29,37242.415603520785
30,12407.103914885323
31,3250.4166888112045
32,21605.656586492543
33,10381.70904834774
34,9225.470566602999
35,30524.1190382855
36,4717.912406177026
37,6286.826820048693
38,18436.874201616745
39,32801.30012560218
40,6672.055117597752
41,21401.22467939554
42,11034.459325653232
43,13868.179756863034
44,5123.14509254754
45,20297.345100976847
46,15917.699211344374
47,8379.258920419568
48,19068.785359219033
49,3488.5349232068565
50,3389.9818775115473
51,8568.81295989734
52,20408.706759599198
53,16619.402529304225
54,23494.251671859463
55,10593.020177567529
56,10140.67465384517
57,24986.90851434265
58,4157.481465836653
59,6003.298929586509
60,10284.24922758132
61,21135.377697179498
62,17336.49859600047
63,2248.1841088028605
64,18225.544304502677
65,9641.702032436962
66,1182.3226232298882
67,2017.5111635333142
68,10814.327456651012
69,26348.768878453207
70,7728.018197759931
71,8443.08637207107
72,18100.149031310426
73,13484.774638837103
74,7034.274567194261
75,20223.072994684015
76,14478.096581216561
77,11393.465409771368
78,27824.51984114017
79,6424.525247938822
80,32898.74883671058
81,28503.654971183514
82,11462.910601636562
83,16336.834662052253
84,14484.43406382141
85,15728.209885621669
86,26855.924467155815
87,3584.478294358652
88,39094.165026890136
89,16695.55464277595
90,17960.604724382418
91,25935.965090287915
92,23016.65347071252
93,29547.141031585936
94,38214.30771385885
95,8652.08708647122
96,22628.441206985535
97,11994.677033638089
98,12619.755162689351
99,9427.278033544344
100,39343.56800104972
101,8651.998788093766
102,34870.96851356898
103,14193.441677224653
104,21781.570565837163
105,8248.469127102744
106,3648.854522037333
107,16020.670371372084
108,38038.69134545749
109,9550.200847196364
110,15370.712846889235
111,18926.848599019577
112,14273.646799061702
113,5469.519107900354
114,3626.461101275415
115,22521.161484030716
116,14754.142467952857
117,19060.55780465267
118,2784.340391683159
119,26902.471380289164
120,22246.32030892696
121,3485.7628360416174
122,32392.83419484962
123,16419.201309915697
124,12953.293395619765
125,6606.106987876222
126,14399.158157866706
127,27847.51152169603
128,3291.046850757404
129,16527.738516438036
130,7640.857266430094
131,12813.524849063186
132,19319.481541262827
133,12587.579485759079
134,26761.375815199233
135,23939.578763845
136,3079.930222739215
137,17831.81887092773
138,35725.576522857555
139,12629.63969848392
140,37940.378949023696
141,32527.380105394495
142,17545.53595359804
143,4731.1187267715095
144,5565.775531900372
145,27712.895711170106
146,28658.466273789712
147,3652.0886170904273
148,19212.880378141886
149,6225.550094930702
150,3680.6676059328515
151,22451.058311963257
152,20593.96474698007
153,9898.434620139113
154,9037.799576493355
155,7316.447708160783
156,25406.739822041523
157,3899.9872737803967
158,13830.367641301738
159,4178.723814017336
160,12451.10906522032
161,11294.199624114699
162,20608.427874235836
163,22631.50765981541
164,22176.9482504268
165,25691.790882654765
166,25612.836331417002
167,7179.637099707188
168,22530.67258915067
169,8802.177235319321
170,25141.95150789364
171,9004.761101035727
172,25615.828356698854
173,25398.00712177804
174,12156.307763513341
175,11035.627366967752
176,8628.305385210195
177,12088.938775648827
178,18709.573349362734
179,7334.644584096832
180,5643.783533233649
181,39240.14072553196
182,6032.745340420118
183,35371.089643009764
184,9530.193363397882
185,10531.662313034683
186,9696.159988632198
187,31090.862987027223
188,18111.363872837803
189,8359.041752704634
190,23944.546503606274
191,15523.76551491619
192,3521.0689822622867
193,18964.408074435072
194,33599.13828022727
195,20567.595287099455
196,10223.981468611062
197,28733.793678896247
198,16710.62116269018
199,17190.30191973579
200,6317.7459088638025
201,14040.966565540066
