id,Y
0,3798.9475
1,24613.352
2,7889.9185
3,9381.269
4,23737.441
5,31325.826
6,14656.503
7,11640.809
8,21767.957
9,14193.297
10,24054.996
11,17686.896
12,2559.4067
13,6047.1523
14,31668.115
15,13095.542
16,21833.014
17,15485.532
18,4888.7896
19,6159.881
20,21292.963
21,18277.807
22,5076.778
23,15084.69
24,7906.9443
25,17530.344
26,11938.558
27,23327.125
28,21368.438
29,37191.766
30,12667.425
31,3419.623
32,21157.055
33,10391.18
34,9394.458
35,32279.77
36,4785.9375
37,5619.1323
38,18638.732
39,33481.38
40,6776.2666
41,21069.06
42,9710.421
43,13720.289
44,4978.346
45,18819.05
46,16810.834
47,8103.3125
48,18454.05
49,3533.8777
50,4560.316
51,8342.84
52,21794.629
53,17653.797
54,22971.326
55,10628.982
56,11069.745
57,25409.182
58,3332.793
59,5860.1924
60,10158.755
61,21051.225
62,17829.5
63,2274.7063
64,18076.416
65,9701.627
66,1135.4282
67,2068.8354
68,10848.413
69,26785.262
70,7721.893
71,8013.7085
72,18480.295
73,13601.4
74,6972.6733
75,19816.686
76,14259.469
77,11863.892
78,27228.705
79,6176.283
80,32661.592
81,28837.879
82,11438.512
83,16489.03
84,14673.287
85,15388.656
86,27230.809
87,2883.724
88,39108.72
89,16634.68
90,18106.715
91,24782.805
92,23142.76
93,29806.008
94,36338.582
95,8942.68
96,20756.469
97,12025.409
98,12956.536
99,8923.382
100,41226.492
101,9019.121
102,35768.707
103,14230.802
104,22276.904
105,8866.811
106,3454.4993
107,15439.728
108,39788.152
109,9334.749
110,15277.647
111,18827.434
112,14245.088
113,6105.236
114,3672.834
115,22153.28
116,15682.24
117,18300.9
118,2572.0962
119,26077.666
120,21305.62
121,3033.2463
122,32732.066
123,16252.817
124,13046.636
125,6508.328
126,14637.407
127,26099.908
128,3089.069
129,16774.768
130,7143.8726
131,12572.747
132,22345.762
133,11933.31
134,26912.266
135,24522.416
136,3076.3677
137,16806.844
138,35602.047
139,12087.745
140,36660.67
141,32260.38
142,18254.148
143,4353.331
144,5499.906
145,27783.379
146,32860.43
147,3219.99
148,22022.21
149,7894.0586
150,3910.0706
151,23136.756
152,20345.453
153,9677.082
154,8589.053
155,8019.8867
156,25716.729
157,3833.8018
158,14117.841
159,3633.4067
160,12856.754
161,10337.03
162,20678.777
163,24291.416
164,20703.168
165,25718.396
166,23715.334
167,7156.394
168,22035.383
169,8821.682
170,25164.115
171,8422.399
172,25175.037
173,25701.82
174,12463.29
175,11306.963
176,7713.082
177,10877.828
178,19077.777
179,7046.0137
180,5775.9746
181,37696.598
182,5392.13
183,34025.49
184,10438.671
185,10980.46
186,9667.672
187,32137.18
188,18712.096
189,10342.81
190,24414.209
191,15113.852
192,3075.2085
193,18366.26
194,31432.725
195,21138.701
196,10169.283
197,28838.238
198,17771.914
199,17161.771
200,7866.977
201,14338.908
202,6212.739
203,20131.398
204,17425.912
205,10474.515
206,27319.305
207,40647.168
208,7077.3335
209,23526.508
210,24934.346
211,23099.164
212,4288.4326
213,14251.556
214,34178.574
215,10414.427
216,26566.672
217,34653.742
218,2817.996
219,22112.203
220,5038.497
221,8118.909
222,16236.875
223,12499.371
224,2609.1467
225,3910.0593
226,4592.751
227,11689.1045
228,21806.107
229,3265.8215
230,11915.647
231,3792.9512
232,18414.125
233,5583.3306
234,13589.613
235,11936.019
236,25984.37
237,6306.295
238,4344.122
239,4924.575
240,14878.227
241,12961.616
242,20796.97
243,9340.209
244,9121.053
245,20914.564
246,33384.387
247,23975.748
248,19768.154
249,3502.4912
250,25558.238
251,11088.554
252,11631.242
253,3850.3823
254,10666.344
255,17969.963
256,12782.66
257,40685.914
258,10974.157
259,12283.761
260,13452.008
261,21594.615
262,12598.446
263,3937.4463
264,20773.342
265,5661.407
266,18791.61
267,8016.3916
268,25591.8
269,11977.814
270,29728.703
271,13577.475
272,10292.857
273,16622.627
274,33568.504
275,5832.0435
276,1637.1742
277,7599.0366
278,7084.979
279,7214.6284
280,30066.586
281,4647.8984
282,10455.899
283,18702.998
284,7496.3945
285,39118.527
286,22899.777
287,1974.3652
288,32474.363
289,15958.808
290,8030.1587
291,31314.416
292,42119.453
293,31024.2
294,4209.762
295,9619.65
296,15446.385
297,11265.273
298,8596.183
299,2725.2913
300,15686.13
301,11340.389
302,18364.404
303,18606.604
304,31743.256
305,22254.842
306,21731.035
307,12548.5
308,13599.001
309,20114.203
310,17273.646
311,5600.5967
312,10493.333
313,10133.266
314,9717.231
315,13730.499
316,6130.0356
317,6303.937
318,7858.7427
319,27635.021
320,16276.334
321,26473.393
322,13564.958
323,7670.524
324,5242.6626
325,32037.355
326,49402.164
327,9900.621
328,4621.2583
329,6347.324
330,13910.579
331,13403.483
332,22373.932
333,5882.4985
334,30685.242
335,12063.858
336,3207.6072
337,10691.593
338,40540.78
339,11547.248
340,35344.863
341,25311.855
342,15618.282
343,20038.4
344,9375.8125
345,4393.844
346,24725.365
347,21015.338
348,1666.783
349,9489.746
350,20707.04
351,23415.592
352,16583.355
353,2062.9614
354,4240.9624
355,4819.453
356,14259.618
357,14570.843
358,17775.475
359,30067.676
360,5194.785
361,8707.865
362,5994.3364
363,3222.4424
364,11440.486
365,14797.267
366,21786.732
367,7076.672
368,37141.68
369,22833.764
370,15311.708
371,20377.865
372,8694.993
373,14287.799
374,25109.527
375,9841.131
376,1947.4492
377,18722.344
378,5316.544
379,16624.625
380,14083.749
381,13193.175
382,17314.568
383,8496.687
384,39490.977
385,4281.6675
386,12185.336
387,16093.679
388,19175.625
389,3843.1829
390,9964.49
391,9589.832
392,6494.8774
393,30902.625
394,17642.469
395,2943.42
396,13145.86
397,13687.927
398,16567.562
399,29097.736
400,4859.4478
401,28342.295
402,3278.6826
403,18743.193
404,8819.225
405,22545.916
406,12907.164
407,16638.17
408,25746.791
409,3445.3108
410,20518.883
411,10713.918
412,19719.346
413,21654.363
414,11722.844
415,21324.87
416,19045.562
417,27849.33
418,13640.698
419,8030.113
420,4894.781
421,8451.885
422,14447.505
423,14700.447
424,5784.537
425,6756.627
426,27691.268
427,24854.69
428,15165.313
429,14905.951
430,30300.732
431,25058.549
432,24990.697
433,8614.107
434,30552.025
435,37898.137
436,14747.87
437,1551.2389
438,35507.34
439,5388.2637
440,20953.977
441,14238.269
442,37366.438
443,15749.405
444,5181.448
445,7628.8696
446,6872.1167
447,2604.0066
448,7489.9336
449,19265.264
450,8664.644
451,4117.3145
452,10306.296
453,15421.891
454,4950.4644
455,27162.904
456,16358.534
457,22037.674
458,9628.673
459,16534.24
460,3244.5964
461,21999.14
462,11590.546
463,14618.419
464,11230.965
465,10445.125
466,5350.6094
467,38052.89
468,18483.908
469,9004.543
470,17676.188
471,22873.912
472,22756.564
473,11638.333
474,9001.006
475,6787.962
476,29874.395
477,28193.266
478,20086.541
479,8872.504
480,4684.968
481,26171.996
482,3919.3877
483,30816.686
484,36488.99
485,23648.932
486,3867.7468
