id,Y
0,3857.3013
1,22665.527
2,8653.412
3,9609.93
4,23309.78
5,29880.207
6,17754.143
7,11958.8545
8,21244.443
9,13254.646
10,24649.27
11,16629.666
12,2529.4854
13,5194.0615
14,30744.531
15,13161.491
16,22814.303
17,14226.771
18,5041.8965
19,6135.985
20,21111.662
21,19879.438
22,4672.7656
23,14622.477
24,6372.3774
25,17584.195
26,11517.034
27,23407.957
28,24859.385
29,36666.83
30,12376.05
31,3195.7898
32,21141.12
33,10159.385
34,9334.349
35,30272.658
36,4801.567
37,6176.731
38,18534.836
39,32381.676
40,6774.509
41,21363.547
42,10972.074
43,14385.069
44,5700.7915
45,19652.434
46,16024.282
47,8422.255
48,19893.965
49,3450.57
50,3190.5322
51,8676.784
52,19604.06
53,16332.968
54,23268.223
55,10818.594
56,10526.553
57,25102.967
58,4254.155
59,6202.247
60,10550.676
61,20520.998
62,17571.707
63,2366.0542
64,18330.457
65,9599.898
66,1270.4279
67,1781.0614
68,11221.265
69,26370.03
70,7757.5786
71,8638.429
72,17926.998
73,14146.523
74,6852.1406
75,20640.887
76,13994.533
77,10864.795
78,28576.938
79,6421.703
80,32606.723
81,28138.36
82,11689.395
83,16187.01
84,14480.144
85,16051.417
86,27754.54
87,4850.3945
88,37493.59
89,16224.383
90,18139.176
91,25559.799
92,23844.447
93,30055.348
94,38524.67
95,8717.031
96,23112.738
97,12386.701
98,12289.866
99,9170.906
100,39026.86
101,8508.315
102,35298.44
103,14307.994
104,21568.6
105,7889.783
106,3400.4434
107,16000.307
108,37729.543
109,9645.282
110,15155.409
111,19057.027
112,14182.958
113,5636.616
114,3575.6277
115,23061.193
116,14992.823
117,19746.24
118,2776.8086
119,26979.957
120,22730.947
121,3227.7617
122,32257.242
123,16271.181
124,12586.797
125,6418.745
126,13898.724
127,27667.984
128,3384.2886
129,16284.843
130,7791.1543
131,12510.296
132,18728.646
133,12098.76
134,26043.143
135,23997.688
136,3149.7869
137,19293.58
138,35667.195
139,12741.325
140,35780.953
141,32510.402
142,17101.691
143,4761.594
144,5604.877
145,26184.678
146,29450.6
147,3593.556
148,18096.477
149,5945.309
150,3749.2722
151,22282.96
152,20407.719
153,9808.923
154,8635.883
155,7937.448
156,24561.34
157,3742.226
158,14158.455
159,3972.7483
160,12533.273
161,12354.975
162,20499.168
163,22612.5
164,22508.361
165,25883.951
166,24457.275
167,7214.14
168,22903.664
169,8700.751
170,24361.434
171,8718.777
172,26412.111
173,23837.375
174,12508.983
175,10473.466
176,8940.77
177,10903.932
178,19326.562
179,7469.266
180,5841.0903
181,40616.79
182,6730.2305
183,34627.18
184,9066.566
185,10375.948
186,9480.03
187,30632.436
188,18266.896
189,8189.0747
190,23781.742
191,15450.54
192,4061.7568
193,19413.463
194,33764.04
195,20260.371
196,10525.86
197,28540.25
198,16638.82
199,17136.158
200,5905.9653
201,14486.649
202,6816.2754
203,20755.004
204,17023.629
205,9004.346
206,28307.637
207,40211.473
208,7297.9717
209,22429.053
210,20534.623
211,23000.527
212,4581.5015
213,13819.139
214,35923.434
215,10463.631
216,26610.21
217,36701.46
218,3226.7551
219,23246.707
220,4844.536
221,7679.5425
222,16420.951
223,11932.399
224,3510.5962
225,3835.0967
226,5508.926
227,13534.912
228,22089.88
229,2867.779
230,10978.512
231,3411.2886
232,18721.219
233,5193.804
234,12924.693
235,11254.266
236,26211.088
237,6144.102
238,4742.113
239,6106.401
240,16725.133
241,13107.15
242,19399.693
243,8997.581
244,8106.227
245,21180.594
246,35301.27
247,23185.396
248,15843.867
249,3197.9949
250,25022.559
251,12259.568
252,11701.296
253,3307.332
254,10290.865
255,19170.633
256,13164.203
257,40790.19
258,11673.239
259,11826.035
260,13567.016
261,20848.049
262,11380.436
263,4531.7393
264,20804.69
265,6758.206
266,19001.059
267,8711.895
268,21201.39
269,13612.211
270,29383.688
271,14850.525
272,9836.42
273,15577.654
274,33229.848
275,6503.0913
276,1793.1663
277,6727.971
278,5531.256
279,7507.9004
280,31441.959
281,5052.7676
282,10467.045
283,19460.92
284,8090.624
285,38455.918
286,23557.38
287,1826.457
288,30659.266
289,16662.674
290,7438.5674
291,31347.553
292,40998.61
293,30397.0
294,3592.9219
295,9951.052
296,16067.347
297,12984.061
298,7920.2437
299,3403.3772
300,16692.05
301,11123.19
302,22369.771
303,19206.227
304,32335.076
305,22484.375
306,22539.51
307,13049.71
308,14855.696
309,20328.62
310,17489.764
311,5922.7876
312,9608.444
313,9622.137
314,13671.801
315,12859.686
316,6591.845
317,4341.098
318,8063.722
319,28543.516
320,15752.56
321,26112.756
322,15675.676
323,7147.4644
324,4952.141
325,32616.955
326,45306.316
327,9969.424
328,4877.378
329,7392.769
330,14750.332
331,14273.647
332,22990.088
333,5610.167
334,30604.52
335,12341.726
336,3927.7153
337,10444.527
338,39886.477
339,8919.2295
340,33684.984
341,24758.307
342,13868.427
343,20221.396
344,9435.567
345,4111.5728
346,26752.404
347,21543.744
348,2047.1172
349,8638.033
350,21982.404
351,23488.373
352,20384.998
353,2022.5736
354,4415.091
355,4757.858
356,15014.073
357,14078.739
358,17996.223
359,30124.795
360,5004.313
361,6983.7554
362,6487.8687
363,3490.9463
364,10048.945
365,13614.119
366,20614.979
367,7394.4473
368,37141.395
369,21270.576
370,15435.296
371,20417.258
372,8890.132
373,12479.038
374,25172.541
375,9196.158
376,1947.1584
377,20056.85
378,5219.401
379,16886.826
380,15278.303
381,14447.561
382,18349.541
383,7597.6597
384,39486.645
385,4070.9226
386,12650.992
387,15557.655
388,18899.107
389,3724.1423
390,11846.242
391,10275.31
392,6230.126
393,30985.316
394,16423.254
395,2912.2556
396,13568.698
